"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1990:Q3","BabyBoom",19.7,24.9,32.1,41.8,0.9,25.7,21.4,18.2,56.8,59.1,56.6,16.2
"1990:Q3","GenX",0.5,0.8,0.6,3.7,0,1,0,0.7,2.8,1.8,6.3,0
"1990:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1990:Q4","Silent",78.8,73.5,68.3,54.4,91.2,74.7,74.6,79.3,40.3,39.3,36.4,82.5
"1990:Q4","BabyBoom",20.8,25.8,31.7,41.7,8.8,24.7,25.4,19.7,57.1,59.7,56.1,17.4
"1990:Q4","GenX",0.4,0.7,0,3.9,0,0.6,0,1,2.5,1,7.5,0.1
"1990:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1991:Q1","Silent",76.4,71.6,66.5,53.5,81.2,77.5,68.1,77.2,40.6,39.5,36.7,81.8
"1991:Q1","BabyBoom",22.7,27.3,32.4,42,18.8,22.5,31,21.4,56.4,59.2,54.5,18.1
"1991:Q1","GenX",0.8,1.1,1.1,4.5,0,0,1,1.4,3,1.3,8.8,0.1
"1991:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1991:Q2","Silent",76.8,71.7,65.6,53.3,84.1,76.7,70,77.8,40.2,39.2,36,82.2
"1991:Q2","BabyBoom",22.3,27,32.9,42.1,15.9,22.8,29.6,20.9,56.4,59,54.6,17.7
"1991:Q2","GenX",0.9,1.2,1.5,4.6,0,0.5,0.3,1.3,3.5,1.8,9.5,0.1
"1991:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1991:Q3","Silent",77.1,72,66.9,53.7,82.6,76.8,69.9,77.4,40.1,39.2,35.8,79.9
"1991:Q3","BabyBoom",22.3,27.1,33.1,41.7,17.4,22.5,29.6,21.2,57.1,59.9,54.8,20
"1991:Q3","GenX",0.6,0.9,0,4.6,0,0.7,0.5,1.4,2.8,0.9,9.5,0.1
"1991:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1991:Q4","Silent",74.9,70.1,65.1,53.6,72.7,78,66.2,75.6,39.8,38.9,35.4,77.3
"1991:Q4","BabyBoom",24,28.5,34.2,41.7,24.8,21.6,32.2,22.8,56.9,59.7,54.7,22.5
"1991:Q4","GenX",1.1,1.4,0.7,4.6,2.5,0.4,1.6,1.6,3.3,1.4,9.9,0.2
"1991:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1992:Q1","Silent",74.7,69.9,63.4,53,75.4,76.3,68.2,76.8,39.6,38.7,35.3,77.9
"1992:Q1","BabyBoom",24,28.4,34.4,42.2,23.1,23.4,30.7,21.9,56.2,58.4,55.2,21.9
"1992:Q1","GenX",1.2,1.6,2.3,4.8,1.5,0.3,1,1.4,4.2,2.9,9.5,0.2
"1992:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1992:Q2","Silent",75.3,70.4,63,52.5,79,74.5,72.1,77.5,39.5,38.6,35,75.6
"1992:Q2","BabyBoom",23.6,28,34.1,42.5,20.8,25.1,27.3,21.3,55.8,57.8,55.7,23.8
"1992:Q2","GenX",1.1,1.6,2.9,5,0.1,0.3,0.6,1.3,4.7,3.6,9.3,0.6
"1992:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1992:Q3","Silent",75.6,70.6,63.7,53.4,78.3,73.5,74.6,77.1,39,38.4,34.1,73.4
"1992:Q3","BabyBoom",23.6,28.2,34.9,42,21.5,26.2,24.7,21.4,57,59.1,55.7,25.9
"1992:Q3","GenX",0.8,1.3,1.4,4.7,0.2,0.4,0.7,1.5,4,2.4,10.1,0.7
"1992:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1992:Q4","Silent",73.1,68.3,63,52.7,69.8,72.3,69,75.9,38.2,37.3,33.4,75.4
"1992:Q4","BabyBoom",25.5,29.9,35.5,42,26.9,27.4,29.7,22.2,57.1,59.4,55.7,23.9
"1992:Q4","GenX",1.3,1.8,1.5,5.3,3.3,0.4,1.2,1.9,4.8,3.3,10.9,0.7
"1992:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1993:Q1","Silent",71.1,66.6,59.1,50.6,68.7,71.6,66.9,75.8,37.8,36.7,33.5,75.1
"1993:Q1","BabyBoom",26.4,30.3,35.4,43.3,27.5,27.5,31.7,22.5,55.2,57.1,55,23.9
"1993:Q1","GenX",2.5,3.1,5.5,6.1,3.8,1,1.4,1.7,7,6.1,11.5,1
"1993:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1993:Q2","Silent",70.7,66,58.6,50.1,67.8,70.8,65.6,76.3,36.8,35.7,32.6,75.7
"1993:Q2","BabyBoom",26.9,30.8,36.3,43.2,28.2,28.1,33.2,22,55.7,57.8,54.9,23.3
"1993:Q2","GenX",2.4,3.1,5.2,6.7,4,1.2,1.3,1.7,7.5,6.5,12.5,1
"1993:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1993:Q3","Silent",70.3,65.6,58.7,50.1,66.2,69.9,64.6,76.3,36,34.9,31.6,74.1
"1993:Q3","BabyBoom",27.4,31.4,37.1,42.9,29.3,28.8,34.1,21.8,56.5,59,54.7,25
"1993:Q3","GenX",2.4,3.1,4.3,7,4.5,1.3,1.3,1.8,7.5,6.1,13.7,0.9
"1993:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1993:Q4","Silent",69.3,64.6,57.4,49.2,64,69.5,63.1,76.1,35.2,34.1,30.4,73
"1993:Q4","BabyBoom",28,32,37.6,43.1,30.9,29.4,35.5,21.8,56.7,59.1,55.2,26
"1993:Q4","GenX",2.6,3.4,4.9,7.7,5.1,1.1,1.5,2.2,8.1,6.7,14.3,1
"1993:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1994:Q1","Silent",69,64.2,54.7,47.7,67.7,67.8,65.4,76.6,34.5,33.5,29.6,72.6
"1994:Q1","BabyBoom",28.1,32,37.9,44,28.7,30.8,34.1,21.7,56,58.1,55.1,26.4
"1994:Q1","GenX",2.9,3.8,7.4,8.3,3.6,1.4,0.5,1.7,9.5,8.4,15.3,1
"1994:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1994:Q2","Silent",70,64.9,53.8,47.1,73.2,66,69.5,78.2,33.7,32.8,28.5,72
"1994:Q2","BabyBoom",27.3,31.3,38.3,44.1,25.3,32.1,30.5,20.2,56.1,58.1,55.7,26.8
"1994:Q2","GenX",2.7,3.7,7.9,8.8,1.5,2,0,1.6,10.2,9.1,15.8,1.2
"1994:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1994:Q3","Silent",70.4,65.2,54.4,47.2,74.8,65,70.8,78,33,32.2,27.7,71.7
"1994:Q3","BabyBoom",27.2,31.4,38.8,43.8,24.4,32.9,29.2,20.3,56.9,59.1,55.9,26.9
"1994:Q3","GenX",2.3,3.4,6.8,9.1,0.7,2.1,0,1.7,10.1,8.7,16.4,1.4
"1994:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1994:Q4","Silent",71.3,65.7,54.7,47,78.6,63.6,74.1,77.8,32.3,31.7,26.4,69.8
"1994:Q4","BabyBoom",26.7,31.1,38.9,43.7,21.4,34.5,25.9,20.5,57.3,59.3,57,28.6
"1994:Q4","GenX",2,3.2,6.4,9.3,0,1.9,0,1.8,10.4,9,16.7,1.6
"1994:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1995:Q1","Silent",70.9,65.3,54.1,46.6,77.9,63.6,74.1,77.1,32,31.4,26.5,69.3
"1995:Q1","BabyBoom",27,31.3,39.2,43.7,22.1,34.3,25.9,21.1,57.3,59.5,56,29
"1995:Q1","GenX",2.2,3.4,6.7,9.7,0,2.1,0,1.8,10.7,9.1,17.5,1.8
"1995:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1995:Q2","Silent",70.3,64.8,54.9,47.5,75.4,63.9,71,75.6,31.7,31.2,26.1,67.5
"1995:Q2","BabyBoom",27.9,32.3,40.3,42.9,24.6,34.1,29,22.2,58.3,61.1,55.4,30.6
"1995:Q2","GenX",1.7,2.9,4.8,9.5,0,2,0,2.2,9.9,7.6,18.4,1.9
"1995:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1995:Q3","Silent",69,63.6,55.3,48.1,71.3,64.6,65.7,73.3,31.4,31,25.7,64.7
"1995:Q3","BabyBoom",29.2,33.4,40.8,42.5,27.7,33.4,33.1,24.3,58.9,61.8,55.3,33.2
"1995:Q3","GenX",1.8,2.9,3.9,9.4,1,2,1.2,2.4,9.8,7.2,19,2.1
"1995:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1995:Q4","Silent",67.8,62.6,53.7,47.6,68.5,63.7,65,73,30.9,30.6,25.1,64.7
"1995:Q4","BabyBoom",29.9,34,41.6,42.7,29.4,34.1,33.4,24.2,58.9,62,55.2,33
"1995:Q4","GenX",2.3,3.4,4.6,9.7,2.1,2.2,1.6,2.8,10.2,7.4,19.8,2.4
"1995:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q1","Silent",66.6,61.5,52,46.8,67,63.1,63.4,72.5,30.5,30,25.1,64.5
"1996:Q1","BabyBoom",30.7,34.6,42.2,43.1,30.4,34.7,34.6,24.5,58.4,61.8,53.8,33.5
"1996:Q1","GenX",2.7,3.9,5.8,10.1,2.7,2.2,2,3,11,8.3,21,2
"1996:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q2","Silent",66.5,61.3,52.5,46.9,66.6,62.4,63.5,72.1,30.1,29.6,24.8,63.5
"1996:Q2","BabyBoom",31,34.9,42.3,43,30.6,35.5,34.5,24.7,58.5,62.1,53.6,34.2
"1996:Q2","GenX",2.5,3.8,5.2,10.1,2.8,2.1,2,3.2,11.3,8.4,21.7,2.3
"1996:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q3","Silent",66.7,61.4,52.5,46.6,67.8,61.5,64.1,72.4,29.7,29.2,24.4,63
"1996:Q3","BabyBoom",30.9,34.8,42.4,43.1,29.9,36.2,34.2,24.2,58.5,62,53.4,34.6
"1996:Q3","GenX",2.4,3.7,5.1,10.3,2.3,2.3,1.6,3.3,11.8,8.8,22.2,2.4
"1996:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q4","Silent",65.5,60.3,50.8,45.8,67.1,61.1,62,71.1,29.3,28.7,24.3,63.1
"1996:Q4","BabyBoom",31.4,35.2,42.4,43.5,30.3,35.9,35.6,25.3,57.8,61.2,52.9,34.7
"1996:Q4","GenX",3.1,4.5,6.7,10.6,2.6,3,2.4,3.6,12.9,10.1,22.9,2.2
"1996:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q1","Silent",65.3,60.1,49.9,45.2,68.3,60.5,61.2,72,29.2,28.4,24.4,61.7
"1997:Q1","BabyBoom",31.7,35.3,42.6,43.8,29.7,36.6,36.4,24.6,57.3,60.8,51.9,35.8
"1997:Q1","GenX",3.1,4.5,7.4,11,2.1,2.9,2.4,3.3,13.5,10.7,23.6,2.5
"1997:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q2","Silent",63.3,58.6,50.3,45.8,64.1,60,56.9,68.9,29.4,28.3,25.4,60.8
"1997:Q2","BabyBoom",33.1,36.5,42.9,43.4,32.2,37.2,38.3,27.1,57.1,61.1,50.3,36.5
"1997:Q2","GenX",3.6,4.9,6.9,10.8,3.8,2.8,4.7,3.9,13.5,10.6,24.3,2.7
"1997:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q3","Silent",62.3,57.7,50.2,46,62.3,59,54.7,67.7,29.3,28.1,25.5,62
"1997:Q3","BabyBoom",33.9,37.1,43.3,43.2,33.3,37.7,39.7,28.1,56.9,61.1,49.6,35.8
"1997:Q3","GenX",3.8,5.2,6.5,10.8,4.5,3.2,5.6,4.2,13.8,10.8,24.9,2.2
"1997:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q4","Silent",61.5,57,48.3,44.8,62.6,58.7,53.9,67.4,29,27.8,25.2,61.2
"1997:Q4","BabyBoom",34.4,37.4,43.3,43.8,33.1,38.4,40.5,28.1,56,59.9,49.8,36.2
"1997:Q4","GenX",4.1,5.6,8.4,11.3,4.3,2.9,5.7,4.4,14.9,12.3,25,2.6
"1997:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q1","Silent",59.3,55.3,48.2,45.1,59.1,58,49.2,64.5,29.4,27.8,26.4,61.5
"1998:Q1","BabyBoom",36,38.6,43.4,43.5,35.2,39.2,42.9,30.7,55.4,59.7,47.9,35.8
"1998:Q1","GenX",4.7,6.1,8.4,11.4,5.7,2.8,7.9,4.8,15.2,12.6,25.7,2.7
"1998:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q2","Silent",59.1,55.1,48.4,44.8,59.6,57.1,49.7,63.5,29.3,27.6,26.1,63.2
"1998:Q2","BabyBoom",36.2,38.8,43,43.7,34.9,40.1,42.4,31.7,55.1,59.4,47.8,34.2
"1998:Q2","GenX",4.6,6.1,8.6,11.6,5.4,2.8,8,4.8,15.6,13,26.1,2.5
"1998:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q3","Silent",62.2,57.6,51,45.2,65.5,56.1,55.5,66.6,29.3,27.9,24.4,66.6
"1998:Q3","BabyBoom",34.6,37.6,42.7,43.4,31.6,40.7,39.4,29.4,56,60.4,49.3,30.9
"1998:Q3","GenX",3.2,4.8,6.4,11.4,3,3.2,5.1,4,14.7,11.6,26.3,2.5
"1998:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q4","Silent",57.4,53.5,47.9,44.2,57.6,56.3,45.3,60.8,28.5,26.8,25.6,61.5
"1998:Q4","BabyBoom",37.7,40.1,43.6,43.8,36.3,41.4,45.3,33.6,55.3,59.6,47.5,35.5
"1998:Q4","GenX",4.9,6.4,8.5,12,6,2.3,9.4,5.6,16.3,13.6,26.9,2.9
"1998:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q1","Silent",56.9,53,47.6,44.2,57.7,55.8,44.4,59.7,27.9,26.2,25.6,59.4
"1999:Q1","BabyBoom",38.3,40.7,44.4,43.7,36.4,42.1,45.4,34.6,55.8,60.4,46.8,37.5
"1999:Q1","GenX",4.8,6.4,8,12.1,6,2.2,10.2,5.7,16.3,13.5,27.6,3.1
"1999:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q2","Silent",55.3,51.5,46.2,43.3,55,55.1,42.3,58.2,27.3,25.3,25.6,57.7
"1999:Q2","BabyBoom",39.4,41.6,44.8,44.1,38,42.9,46.2,35.9,55.5,60.2,46.3,39.1
"1999:Q2","GenX",5.3,6.9,9,12.6,7,2,11.5,5.9,17.2,14.6,28.1,3.2
"1999:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q3","Silent",56.3,52.2,46.4,42.8,56.9,54,46.4,59.9,26.4,24.7,24,57.4
"1999:Q3","BabyBoom",38.7,41.1,45.3,44.3,36.9,43.2,43.8,34.2,56.3,60.7,47.6,39.5
"1999:Q3","GenX",5,6.7,8.3,12.9,6.2,2.8,9.8,5.9,17.3,14.6,28.4,3.2
"1999:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q4","Silent",53.6,49.9,45.4,42.3,51.8,52.9,41.6,57.8,26.2,23.9,24.9,57
"1999:Q4","BabyBoom",40.2,42.3,45.5,44.5,39.9,44.7,45.8,34.7,55.6,60.2,46.6,39.8
"1999:Q4","GenX",6.1,7.7,9.2,13.2,8.3,2.4,12.6,7.4,18.2,15.9,28.5,3.3
"1999:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q1","Silent",52.6,49.1,45,41.7,50.9,51.1,42.6,56.7,26.1,23.5,24.7,56.9
"2000:Q1","BabyBoom",41,43,45.8,44.6,40.5,46,44.5,36.5,55.6,60.2,46.7,39.8
"2000:Q1","GenX",6.3,7.9,9.3,13.7,8.7,2.9,12.9,6.8,18.3,16.3,28.6,3.3
"2000:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q2","Silent",53.2,49.4,44.5,40.7,53,49.7,46.3,57.3,25.2,22.9,23.4,56.8
"2000:Q2","BabyBoom",40.7,42.8,46,45.1,39.2,47,41.7,36.1,55.8,60.1,47.8,39.8
"2000:Q2","GenX",6.1,7.8,9.6,14.2,7.8,3.3,12,6.6,18.9,17,28.8,3.4
"2000:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q3","Silent",53.2,49.3,44.9,40.7,53.1,48.4,46.8,57.8,24.7,22.6,22.2,56.9
"2000:Q3","BabyBoom",40.8,43,46.4,45.1,39.2,47.9,41.7,35.4,56.5,60.8,48.9,39.7
"2000:Q3","GenX",5.9,7.7,8.7,14.3,7.7,3.7,11.5,6.8,18.8,16.6,28.8,3.4
"2000:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q4","Silent",54,49.7,43.7,39.1,56.7,47.4,50.5,58.2,23.4,21.9,20.1,56.4
"2000:Q4","BabyBoom",40.3,42.6,46.5,46,37.2,48.4,39.9,34.9,56.9,60.4,50.9,39.7
"2000:Q4","GenX",5.7,7.7,9.8,14.9,6.1,4.2,9.5,6.9,19.7,17.7,28.9,3.8
"2000:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2001:Q1","Silent",54.5,49.9,42.9,37.9,58.6,46.8,53.4,59.5,22.3,21.3,18.1,57.1
"2001:Q1","BabyBoom",40,42.5,46.5,46.7,36.3,48.9,39.6,33.9,57.4,60.4,52.7,38.9
"2001:Q1","GenX",5.5,7.6,10.6,15.3,5.1,4.4,7.1,6.7,20.3,18.3,29.2,4
"2001:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2001:Q2","Silent",52.8,48.4,42.8,37.8,55,46.3,49.1,57.5,21.8,20.7,18,58.2
"2001:Q2","BabyBoom",41.5,43.8,46.8,46.8,38.5,49.8,42.8,35.6,57.5,60.7,52.1,37.9
"2001:Q2","GenX",5.7,7.8,10.4,15.4,6.5,3.9,8.2,6.8,20.7,18.6,29.8,3.9
"2001:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2001:Q3","Silent",54.1,49.2,43.2,37.3,58.4,45.3,52.8,58.5,21.4,20.3,15.5,60.2
"2001:Q3","BabyBoom",41.1,43.6,47.1,47.1,36.7,50.4,41.8,34.9,57.8,60.7,54.4,36
"2001:Q3","GenX",4.8,7.2,9.6,15.4,4.9,4.4,5.4,6.5,20.7,18.8,29.7,3.7
"2001:Q3","Millennial",0,0.1,0.1,0.2,0,0,0,0.1,0.2,0.2,0.4,0
"2001:Q4","Silent",52.4,47.7,42,37,54.3,45.4,47.6,57.9,20.4,19.5,16.2,57.2
"2001:Q4","BabyBoom",41.9,44.1,46.8,46.8,39.3,50.7,44.9,34.2,56.9,59.7,51.9,39
"2001:Q4","GenX",5.6,7.9,10.7,15.8,6.4,3.4,7.4,7.6,21.1,19,30.1,3.7
"2001:Q4","Millennial",0.1,0.3,0.5,0.4,0,0.5,0,0.3,1.7,1.8,1.8,0.1
"2002:Q1","Silent",51.7,47,40.7,36.5,54.1,44.9,47.4,57.7,19.8,18.9,16.3,55.2
"2002:Q1","BabyBoom",42.2,44.2,46.3,47,39.7,51,45.1,34.5,56,58.6,51.1,40.8
"2002:Q1","GenX",5.9,8.3,11.9,16.1,6.2,3.7,7.6,7.5,22.1,20.4,30.4,3.9
"2002:Q1","Millennial",0.2,0.5,1.1,0.4,0,0.4,0,0.3,2,2.1,2.2,0.1
"2002:Q2","Silent",52.4,47.3,39.3,35.7,56.4,44.3,51.4,59.1,18.8,18.2,15.3,53.5
"2002:Q2","BabyBoom",41.9,44,46,47.6,38.7,51.5,43.3,34.4,55.9,57.4,53.4,42.4
"2002:Q2","GenX",5.4,8.2,13,16.6,4.9,4.1,5.2,6.2,23.5,21.9,31.4,4.1
"2002:Q2","Millennial",0.3,0.5,1.6,0,0,0.1,0,0.2,1.8,2.5,0,0.1
"2002:Q3","Silent",54.3,48.6,39.8,35.7,61.7,43.5,56.3,61.7,18.2,18.1,13.8,51.2
"2002:Q3","BabyBoom",40.8,43.3,46.7,47.6,36.2,52,41.3,31.5,56.7,58.1,54.2,44.5
"2002:Q3","GenX",4.7,7.7,12.8,16.8,2.1,4.6,2.4,6.3,23.7,21.9,32,4.2
"2002:Q3","Millennial",0.1,0.3,0.8,0,0,0,0,0.5,1.4,1.9,0,0.1
"2002:Q4","Silent",53.6,47.9,40,36.1,59.5,43.3,52.4,61.1,18.2,18,14.5,49.7
"2002:Q4","BabyBoom",41.5,43.9,46.9,47.2,37.7,52.5,43.8,31.5,56.7,58.3,53,46.1
"2002:Q4","GenX",5,8,12.7,16.8,2.8,4.2,3.8,7.2,24.1,22.2,32.5,4
"2002:Q4","Millennial",0,0.1,0.3,0,0,0,0,0.2,1.1,1.5,0,0.1
"2003:Q1","Silent",53.2,47.5,38.8,35.5,61,43.3,52.3,60.9,17.6,17.1,14.6,49.7
"2003:Q1","BabyBoom",41.5,43.8,46.4,47.5,37.2,52.2,44.2,31.6,55.6,57,52.3,46.4
"2003:Q1","GenX",5.1,8.3,13.8,17,1.7,4.5,3.4,7,25,23.4,33.1,3.8
"2003:Q1","Millennial",0.2,0.4,1.1,0,0,0,0,0.4,1.8,2.4,0,0.1
"2003:Q2","Silent",51.6,46.2,38.3,35.5,56.4,43.4,48,58.9,18,16.6,15.7,53.1
"2003:Q2","BabyBoom",42.7,44.6,46.2,47.1,39.9,52.1,46.5,33.9,54.6,56.4,50.6,44.1
"2003:Q2","GenX",5.5,8.7,14.2,17.1,3.6,4.5,5.5,7,25.7,24.5,33.6,2.8
"2003:Q2","Millennial",0.2,0.5,1.3,0.3,0,0.1,0,0.2,1.8,2.4,0,0
"2003:Q3","Silent",51.4,46,38.8,35.8,54.6,43.4,46.3,58.8,17.9,16.7,15.9,51.9
"2003:Q3","BabyBoom",43,45,46.7,46.6,41.2,51.9,47.8,33.8,55,57,50.2,45.1
"2003:Q3","GenX",5.3,8.7,13.8,17,4.2,4.5,5.9,7,26.2,25.1,33.9,3
"2003:Q3","Millennial",0.2,0.3,0.6,0.5,0,0.2,0,0.4,0.9,1.2,0,0
"2003:Q4","Silent",50.3,45,38.5,36,51.4,43.3,42.9,58.1,17.7,16.4,16.7,48.4
"2003:Q4","BabyBoom",43.8,45.6,47.2,46.1,43.1,51.9,49.6,34.1,54.7,57,48.4,47.3
"2003:Q4","GenX",5.8,9.2,14,17,5.5,4.5,7.5,7.6,26.6,25.4,34,4.2
"2003:Q4","Millennial",0.1,0.3,0.3,0.9,0,0.3,0,0.3,1.1,1.2,0.8,0
"2004:Q1","Silent",49.1,44.2,38,35.6,49.9,42.7,41.8,56,17.5,16,17,48.8
"2004:Q1","BabyBoom",44.6,46.1,46.8,46.2,44.1,52.3,50.4,36.5,54.2,56.6,47.3,47.2
"2004:Q1","GenX",6.1,9.4,14.4,17.3,6,4.8,7.7,7.3,27,26.1,34.3,4
"2004:Q1","Millennial",0.2,0.3,0.7,0.9,0,0.3,0,0.1,1.3,1.3,1.4,0
"2004:Q2","Silent",49.1,44.1,38.7,36,50,42.2,40.4,56.5,17.7,16.2,17.1,48.9
"2004:Q2","BabyBoom",44.9,46.5,47.5,45.7,44.3,52.7,51.4,36.2,54.7,57.4,46.5,47.3
"2004:Q2","GenX",5.8,9.2,13.8,17.2,5.6,4.9,8,7.1,27.2,26.3,34.5,3.8
"2004:Q2","Millennial",0.1,0.2,0,1.1,0,0.2,0.2,0.2,0.4,0,1.9,0
"2004:Q3","Silent",48.7,43.6,37.3,35.5,50.3,41.4,40.7,57.1,17,15.6,17,47.4
"2004:Q3","BabyBoom",45.2,46.6,47.7,46,44.4,53.1,51.2,35.9,54.1,56.5,46.5,49.4
"2004:Q3","GenX",6,9.5,14.7,17.4,5.2,5.5,7.7,6.9,28.2,27.4,34.9,3.2
"2004:Q3","Millennial",0.2,0.3,0.4,1.1,0,0,0.4,0.2,0.7,0.5,1.6,0
"2004:Q4","Silent",47.4,42.6,37.2,35.3,49.2,39.8,39,55,17.3,15.7,16.9,50.2
"2004:Q4","BabyBoom",45.7,47,47.6,45.5,44.7,54,51.6,36.6,53.9,56.5,45.9,46.7
"2004:Q4","GenX",6.8,10.2,15,17.9,5.9,6.2,8.8,8,28.3,27.8,34.3,3.1
"2004:Q4","Millennial",0.2,0.3,0.2,1.3,0.1,0,0.6,0.4,0.6,0,2.9,0
"2005:Q1","Silent",47,42.2,36.5,34.7,50,38.8,39.9,54.4,16.9,15.3,16.8,49.9
"2005:Q1","BabyBoom",45.8,47,47.4,45.5,44.2,54.5,50.9,37.5,53.5,55.8,46.1,47.4
"2005:Q1","GenX",6.9,10.4,15.6,18.6,5.6,6.7,8.5,7.5,28.6,28,35.3,2.7
"2005:Q1","Millennial",0.3,0.4,0.4,1.2,0.2,0,0.7,0.5,1,0.8,1.9,0
"2005:Q2","Silent",45.9,41.2,34.9,33.6,50,37.7,39.8,53.5,16.3,14.7,16.5,49.4
"2005:Q2","BabyBoom",46.1,47.1,47.1,45.8,44,55.1,50.8,38,52.5,54.4,46.2,47.6
"2005:Q2","GenX",7.5,11,16.8,19.5,5.7,7.3,8.6,7.8,29.6,29.4,35.4,2.9
